,isbn,title,author,pub_year,publisher,categories,description
903,1853260312,"20,000 Leagues Under the Sea (Wordsworth Collection)",Jules Verne,1998.0,NTC/Contemporary Publishing Company,,
904,0140016821,Cider With Rosie,Laurie Lee,1978.0,Penguin USA,,
905,0440418569,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2003.0,Yearling,,
906,0441005667,Forever Peace (Remembering Tomorrow),Joe Haldeman,1998.0,Ace Books,,
907,0312965338,The Climb: Tragic Ambitions on Everest,Anatoli Boukreev,1998.0,St. Martin's Press,,
908,0399501487,Lord of the Flies,William Gerald Golding,1959.0,Perigee Trade,,
909,0060514949,Dead Ringer,Lisa Scottoline,2004.0,HarperTorch,,
910,0425188361,"Cerulean Sins: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,2003.0,Berkley Publishing Group,,
911,0066210151,The Book of Shadows: A Novel,James Reese,2002.0,William Morrow,,
912,0395177111,The Hobbit (Leatherette Collector's Edition),J. R. R. Tolkien,1973.0,Houghton Mifflin Company,,
913,0375411992,Blackwood Farm (The Vampire Chronicles),Anne Rice,2002.0,Alfred A. Knopf,,
914,3596129389,Die Zauberfrau.,Hera Lind,1995.0,"Fischer (Tb.), Frankfurt",,
915,3423620196,Theos Reise. Roman Ã?Â¼ber die Religionen der Welt.,Catherine Clement,2000.0,Dtv,,
916,0425177173,Atlantis Found,Clive Cussler,2001.0,Berkley Publishing Group,,
917,0440224764,The Partner,John Grisham,1998.0,Dell Publishing Company,,
918,0553572997,The Alienist,Caleb Carr,1995.0,Bantam Books,,
919,034543076X,Manifold: Time (Manifold (Paperback)),Stephen Baxter,2000.0,Del Rey Books,,
920,0380727501,Notes from a Small Island,Bill Bryson,1997.0,Perennial,,
921,0312423799,Dry : A Memoir,Augusten Burroughs,2004.0,Picador,,
922,037542217X,The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency,Alexander McCall Smith,2003.0,Pantheon,,
923,0440208912,Harvest,BELVA PLAIN,1991.0,Dell,,
924,0061093106,"Red, White and Blue : A Novel",Susan Isaacs,1999.0,HarperTorch,,
925,0373218192,Engaging The Enemy,Nora Roberts,2003.0,Silhouette,,
926,0515120006,Holding the Dream (Dream Trilogy),Nora Roberts,2001.0,Jove Books,,
927,0515127396,The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,2000.0,Jove Books,,
928,0345433084,The Syndrome : A Thriller,John Case,2001.0,Ballantine Books,,
929,0345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996.0,Ballantine Books,,
930,0385494785,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1999.0,Anchor,,
931,0385486804,Into the Wild,Jon Krakauer,1997.0,Anchor,,
932,0385512104,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003.0,Doubleday,,
933,0451180208,Material Witness,Robert K. Tanenbaum,1994.0,Signet Book,,
934,0525237704,World According to Garp: A Novel,John Irving,1978.0,Penguin USA,,
935,039914255X,Eat Right for Your Type,Peter J. D'Adamo,1996.0,G. P. Putnam's Sons,,
936,0440236673,The Brethren,John Grisham,2000.0,Island,,
937,0553295071,Sliver: A Novel,Ira Levin,1993.0,Bantam Books,,
938,0316291161,The French Lieutenant's Woman (French Lieutenant's Woman),John Fowles,1998.0,Back Bay Books,,
939,0449208397,If Life Is a Bowl of Cherries What Am I Doing in the Pits,Erma Bombeck,1990.0,Fawcett Books,,
940,0679771476,The Law of Similars,CHRIS BOHJALIAN,2000.0,Vintage,,
941,031215125X,The Far Pavilions,M. M. Kaye,1997.0,St. Martin's Press,,
942,0064405176,Walk Two Moons,Sharon Creech,1996.0,HarperTrophy,,
943,0061056871,Independence Day,Dean Devlin,1996.0,HarperEntertainment,,
944,0883659654,The Company of Cats : 20 Contemporary Stories of Family Cats,Michael J. Rosen,2004.0,Galahad,,
945,0440235162,The Smoke Jumper,Nicholas Evans,2002.0,Dell Publishing Company,,
946,076790382X,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,Bill Bryson,2000.0,Broadway Books,,
947,0425158616,Cause of Death,Patricia Daniels Cornwell,1997.0,Berkley Publishing Group,,
948,0676974562,Atonement,Ian McEwan,2002.0,Random House,,
949,0062502182,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995.0,HarperSanFrancisco,,
950,0060175400,The Poisonwood Bible,Barbara Kingsolver,1999.0,HarperCollins,,
951,1573221775,My Dream of You,Nuala O'Faolain,2001.0,Riverhead Books,,
952,0671537458,Waiting to Exhale,Terry McMillan,1995.0,Pocket,,
953,0517573822,Jimmy Stewart and His Poems,Jimmy Stewart,1997.0,Random House Inc,,
954,0743437810,The Vanished Man : A Lincoln Rhyme Novel (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2004.0,Pocket Books,,
955,0385240406,Time Flies,Bill Cosby,1987.0,Bantam Dell Pub Group,,
956,0517149257,The Ultimate Hitchhiker's Guide,Douglas Adams,1996.0,Random House Value Publishing,,
957,0743222008,The Vanished Man : A Lincoln Rhyme Novel,Jeffery Deaver,2003.0,Simon &amp; Schuster,,
958,0812590236,Irish Mist: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback)),Andrew M. Greeley,2000.0,Forge,,
959,0515127221,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000.0,Jove Books,,
960,0425161242,Chromosome 6,Robin Cook,2000.0,Berkley Publishing Group,,
961,0451195922,Skull Session,Daniel Hecht,1998.0,Signet Book,,
962,0425169863,Point of Origin,Patricia Daniels Cornwell,1999.0,Berkley Publishing Group,,
963,0345380371,Rising Sun,MICHAEL CRICHTON,1992.0,Ballantine Books,,
964,0446609323,Black Friday,James Patterson,1989.0,Warner Vision,,
965,0316690619,Cradle and All,James Patterson,2000.0,Little Brown and Company,,
966,0446610038,1st to Die: A Novel,James Patterson,2002.0,Warner Vision,,
967,0449222276,Belgrave Square,Anne Perry,1993.0,Fawcett Books,,
968,0440224608,Siberian Light,Robin A. White,1998.0,Dell Publishing Company,,
969,0451201558,Cold Case,Stephen White,2001.0,Signet Book,,
970,0061032077,To Cut a Long Story Short,Jeffrey Archer,2001.0,HarperTorch,,
971,0679459626,Flesh and Blood,Jonathan Kellerman,2001.0,Random House,,
972,0812566629,Darwinia,Robert Charles Wilson,1999.0,Tor Books,,
973,0671001701,Legend,Jude Deveraux,1997.0,Pocket,,
974,0553583085,Kissed by Shadows (Get Connected Romances),Jane Feather,2003.0,Bantam Books,,
975,0805019375,L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton,1995.0,Henry Holt &amp; Company,,
976,0380706725,Fg Cooks American,J Smith,1990.0,Avon,,
977,1558747478,"Chicken Soup for the Parent's Soul : 101 Stories of Loving, Learning and Parenting (Chicken Soup for the Soul (Paper))",Mark Victor Hansen,2000.0,Health Communications,,
978,0006550789,253,Geoff Ryman,,Flamingo,,
979,0140004424,Brighton Rock,Graham Greene,1970.0,Penguin Books Ltd,,
980,0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998.0,Anchor,,
981,0451524829,The Phantom of the Opera (Signet Classics (Paperback)),Gaston Leroux,1990.0,Signet Classics,,
982,0684829746,CRUDDY : An Illustrated Novel,Lynda Barry,1999.0,Simon &amp; Schuster,,
983,0425130215,Hocus Pocus,Kurt Vonnegut,1991.0,Berkley Publishing Group,,
984,0061000175,Skinwalkers (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990.0,HarperTorch,,
985,0312971362,Sis Boom Bah,Jane Heller,2000.0,St. Martin's Press,,
986,0061097659,Switcheroo : A Novel,Olivia Goldsmith,1999.0,HarperTorch,,
987,067976402X,Snow Falling on Cedars,David Guterson,1995.0,Vintage Books USA,,
988,1558532161,Life's Little Instruction Book; Volume II,H. Jackson Brown,1993.0,Thomas Nelson Inc,,
989,0743457358,Everything's Eventual : 14 Dark Tales,Stephen King,2002.0,Pocket,,
990,0743456866,He Sees You When You're Sleeping : A Novel,Carol Higgins Clark,2002.0,Pocket,,
991,0440235464,Lost Girls,Andrew Pyper,2001.0,Dell Publishing Company,,
992,0345425707,A Cup of Tea (Ballantine Reader's Circle),Amy Ephron,1998.0,Ballantine Books,,
993,0765342294,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,2002.0,Starscape Books,,
994,0451821971,Leaving Home,Garrison Keillor,1988.0,New Amer Library,,
995,0670894494,The Passion of Artemisia,Susan Vreeland,2002.0,Viking Books,,
996,0060394447,Tommy's Tale: A Novel,Alan Cumming,2002.0,Regan Books,,
997,0385491328,The Anatomist,Federico Andahazi,1998.0,Bantam Dell Pub Group,,
998,0345434692,The Skies of Pern,Anne McCaffrey,2002.0,Del Rey Books,,
999,0553131893,Dragondrums,Anne McCaffrey,1980.0,Bantam Books,,
1000,076790351X,Beethoven's Hair : An Extraordinary Historical Odyssey and a Scientific Mystery Solved,RUSSELL MARTIN,2001.0,Broadway,,
1001,0425167313,Here on Earth,Alice Hoffman,1998.0,Berkley Publishing Group,,
1002,0316314641,Rhoda : A Life in Stories Tag: Winner of the National Book Award for Fiction,Ellen Gilchrist,1995.0,Back Bay Books,,
1003,034540288X,The Lost World,Michael Crichton,1996.0,Ballantine Books,,
1004,0786808772,Summerland,Michael Chabon,2002.0,Miramax Kids,,
1005,0553234609,Dragonsong,Anne McCaffrey,1977.0,Bantam Books,,
1006,0553258540,Dragonsinger (Harper Hall Trilogy),Anne McCaffrey,1989.0,Bantam Books,,
1007,0440237688,The Giver (Readers Circle),LOIS LOWRY,2002.0,Laurel Leaf,,
1008,0425167720,An Instance of the Fingerpost,Iain Pears,1999.0,Berkley Publishing Group,,
1009,0609610597,"The Shelters of Stone (Earth's Children Series, No 5)",JEAN M. AUEL,2002.0,Crown,,
1010,0446519960,Absolute Power,David Baldacci,1996.0,Warner Books,,
1011,0374281602,Reversible Errors: A Novel,Scott Turow,2002.0,Farrar Straus Giroux,,
1012,0394543971,The Icarus Agenda,Robert Ludlum,1988.0,Random House Value Pub,,
1013,0060970790,The Man Who Mistook His Wife for a Hat: And Other Clinical Tales,Oliver Sacks,1987.0,Harpercollins,,
1014,0156787334,A Room of One's Own,Virginia Woolf,1989.0,Harcourt,,
1015,0316182540,White Oleander : A Novel,Janet Fitch,2001.0,"Little, Brown",,
1016,0553299506,Private Eyes (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1992.0,Bantam Books,,
1017,0446611611,City of Bones,Michael Connelly,2003.0,Warner Books,,
1018,0446604658,Lucky You,Carl Hiaasen,1998.0,Warner Vision,,
1019,0553282476,CAT'S EYE,MARGARET ATWOOD,1989.0,Bantam,,
1020,0449212602,The Handmaid's Tale,Margaret Atwood,1989.0,Fawcett Books,,
1021,0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999.0,Scribner,,
1022,0345413903,The Murder Book,Jonathan Kellerman,2003.0,Ballantine Books,,
1023,0590634275,Captain Underpants and the Attack of the Talking Toilets: Another Epic Novel (Captain Underpants (Paper)),Dav Pilkey,1999.0,Scholastic,,
1024,0061031569,Absolute Zero,Chuck Logan,2003.0,HarperTorch,,
1025,3257228007,Das Parfum: Die Geschichte Eines Morders,Patrick Suskind,1994.0,Distribooks Inc,,
1026,0553582143,Body of Lies,IRIS JOHANSEN,2003.0,Bantam,,
1027,0743202961,"Every Breath You Take : A True Story of Obsession, Revenge, and Murder",Ann Rule,2001.0,Free Press,,
1028,0060002492,Amazonia,James Rollins,2003.0,Avon Books,,
1029,0786866462,A Density of Souls,Christopher Rice,2000.0,Miramax,,
1030,0679426159,Standing in the Rainbow : A Novel,FANNIE FLAGG,2002.0,Random House,,
1031,0671020315,Raven (Orphans),V.C. Andrews,1998.0,Pocket,,
1032,0316569321,White Oleander : A Novel,Janet Fitch,1999.0,"Little, Brown",,
1033,067169071X,EVERYTHING SHE EVER WANTED,Ann Rule,1993.0,Pocket,,
1034,0679732241,The Sound and the Fury (Vintage International),WILLIAM FAULKNER,1991.0,Vintage,,
1035,042513301X,A Cold Day for Murder,Dana Stabenow,1992.0,Berkley Publishing Group,,
1036,0449214982,Trust Me,John Updike,1990.0,Fawcett Books,,
1037,0515090174,The Cat Who Could Read Backwards,Lilian Jackson Braun,1994.0,Jove Books,,
1038,0515095826,The Cat Who Knew Shakespeare,Lilian Jackson Braun,1988.0,Jove Books,,
1039,0515111279,The Cat Who Wasn't There,Lilian Jackson Braun,1994.0,Jove Books,,
1040,1570719586,God-Shaped Hole,Tiffanie DeBartolo,2002.0,Sourcebooks Landmark,,
